2,8000,3.59666895866
2,16000,15.2572879791
2,24000,31.3827497959
2,32000,60.9953649044
2,40000,111.264041901
2,48000,80.2624919415
2,56000,111.845596075
2,64000,157.572174072
2,72000,213.970286131
2,80000,291.316827059
2,88000,364.542631865
2,96000,330.40318799
2,104000,376.085955858
2,112000,437.023652077
2,120000,512.283486128
2,128000,639.647830963
5,8000,2.96017384529
5,16000,12.4860448837
5,24000,24.3062229156
5,32000,27.3480169773
5,40000,57.2987709045
5,48000,100.169524908
5,56000,79.1349971294
5,64000,124.066302061
5,72000,185.705877066
5,80000,266.771252155
5,88000,344.634408951
5,96000,437.551882982
5,104000,446.130121946
5,112000,365.777822018
5,120000,447.037277937
5,128000,591.354615211
10,8000,3.74887800217
10,16000,9.18430614471
10,24000,30.3249309063
10,32000,33.4931271076
10,40000,78.0882520676
10,48000,91.3173689842
10,56000,200.770553112
10,64000,158.011397839
10,72000,241.757611036
10,80000,323.283601046
10,88000,342.906905174
10,96000,354.992150068
10,104000,435.243753195
10,112000,547.999858856
10,120000,687.23850894
10,128000,572.590743065
25,8000,3.80018186569
25,16000,18.4901921749
25,24000,33.0604710579
25,32000,90.8991298676
25,40000,110.421215057
25,48000,153.691064119
25,56000,236.893220901
25,64000,371.323115826
25,72000,413.138042927
25,80000,580.538727999
25,88000,492.039662123
25,96000,665.976908922
25,104000,879.488523006
25,112000,946.649399996
25,120000,1354.74109793
25,128000,1628.48575211
50,8000,7.23535704613
50,16000,35.2021028996
50,24000,69.9486300945
50,32000,146.289216995
50,40000,234.030052185
50,48000,305.608191013
50,56000,423.300146103
50,64000,642.593301058
50,72000,703.198181152
50,80000,885.244357109
50,88000,1099.00257683
50,96000,1249.79146123
50,104000,1456.11673903
50,112000,1785.89922595
50,120000,2121.75022507
50,128000,2446.19570708
